innings,over,ball,legalBall,team_id,team_name,team_code,team_innings,team_short_name,bowler_id,bowler_full_name,bowler_short_name,bowler_bowling_arm,striker_id,striker_full_name,striker_short_name,striker_batting_arm,dismissedBatsman_id,how_out,how_out_description,dismissedBatsman_full_name,dismissedBatsman_short_name,byes,runs,wides,commentary,leg_byes,is_boundary,is_wicket,no_ball_runs,no_balls,shot_x,shot_y,total_runs,wide_runs,current_score,current_wickets,dismissedBatsman_batting_arm
1,0,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,602623,Joe Clarke,J. Clarke,R,,,,,,0,0,0,"Behrendorff to Clarke, no run. Clarke pushes along the ground to mid-off where it's fielded by Lance Morris",0,False,False,0,0,-18.0,58.0,0,0,0,0,
1,0,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,602623,Joe Clarke,J. Clarke,R,,,,,,0,0,0,"Behrendorff to Clarke, no run. Clarke attempts to drive but can't make contact with the ball",0,False,False,0,0,,,0,0,0,0,
1,0,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,602623,Joe Clarke,J. Clarke,R,,,,,,0,0,0,"Behrendorff to Clarke, no run. Clarke gets caught on the crease and defends and is beaten",0,False,False,0,0,,,0,0,0,0,
1,0,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,602623,Joe Clarke,J. Clarke,R,,,,,,0,0,0,"Behrendorff to Clarke, no run. Clarke lets it go to the keeper",0,False,False,0,0,,,0,0,0,0,
1,0,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,602623,Joe Clarke,J. Clarke,R,,,,,,0,0,0,"Behrendorff to Clarke, no run. Clarke drives on the on-side along the ground back along the pitch where it's fielded by Jason Behrendorff",0,False,False,0,0,5.0,26.0,0,0,0,0,
1,0,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,602623,Joe Clarke,J. Clarke,R,,,,,,0,0,0,"Behrendorff to Clarke, no run. Clarke lets it go to the keeper",0,False,False,0,0,,,0,0,0,0,
1,1,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,604847,Tom Rogers,T. Rogers,L,,,,,,0,0,0,"Richardson to Rogers, no run. Rogers off-drives to wide mid-off",0,False,False,0,0,24.0,62.0,0,0,0,0,
1,1,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,604847,Tom Rogers,T. Rogers,L,,,,,,0,0,0,"Richardson to Rogers, no run. Rogers works that off his pads along the ground to short fine leg where it's fielded by Jason Behrendorff",0,False,False,0,0,-26.0,-34.0,0,0,0,0,
1,1,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,604847,Tom Rogers,T. Rogers,L,,,,,,0,1,0,"Richardson to Rogers, 1 run. Rogers pushes off the back foot to square third man",0,False,False,0,0,93.0,-76.0,1,0,1,0,
1,1,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,602623,Joe Clarke,J. Clarke,R,,,,,,0,0,0,"Richardson to Clarke, no run. Clarke gets onto the front foot to a well directed delivery and defends and is beaten",0,False,False,0,0,,,0,0,1,0,
1,1,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,602623,Joe Clarke,J. Clarke,R,,,,,,0,0,0,"Richardson to Clarke, no run. Clarke defends a well pitched delivery back along the pitch",0,False,False,0,0,-4.0,21.0,0,0,1,0,
1,1,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,602623,Joe Clarke,J. Clarke,R,602623.0,Caught,c M. Hurst b J. Richardson,Joe Clarke,J. Clarke,0,0,0,"Richardson to Clarke, no run. ; J. Clarke OUT c M. Hurst b J. Richardson 0 (9)",0,False,True,0,0,-6.0,-30.0,0,0,1,1,R
1,2,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,604847,Tom Rogers,T. Rogers,L,,,,,,0,0,0,"Behrendorff to Rogers, no run. Rogers walks down the pitch and plays defensively along the ground back along the pitch where it's fielded by Jason Behrendorff",0,False,False,0,0,-1.0,19.0,0,0,1,1,
1,2,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,604847,Tom Rogers,T. Rogers,L,,,,,,0,0,0,"Behrendorff to Rogers, no run. Rogers moves across and scoops it back along the pitch",0,False,False,0,0,-2.0,1.0,0,0,1,1,
1,2,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,604847,Tom Rogers,T. Rogers,L,,,,,,0,1,0,"Behrendorff to Rogers, 1 run. Rogers inside edges a cover drive and the ball goes along the ground to forward square leg where it's fielded by Finn Allen",0,False,False,0,0,-33.0,23.0,1,0,2,1,
1,2,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,603018,Sam Harper,S. Harper,R,,,,,,0,0,0,"Behrendorff to Harper, no run. Harper pushes forward in defence to a straight ball back along the pitch",0,False,False,0,0,-5.0,24.0,0,0,2,1,
1,2,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,603018,Sam Harper,S. Harper,R,,,,,,0,1,0,"Behrendorff to Harper, 1 run. Harper pushes off the back foot along the ground to short extra cover where it's fielded by Lance Morris",0,False,False,0,0,-20.0,46.0,1,0,3,1,
1,2,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,600973,Jason Behrendorff,J. Behrendorff,L,604847,Tom Rogers,T. Rogers,L,,,,,,0,0,0,"Behrendorff to Rogers, no run. Rogers slaps it and is beaten",0,False,False,0,0,,,0,0,3,1,
1,3,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,603018,Sam Harper,S. Harper,R,,,,,,0,0,0,"Richardson to Harper, no run. Harper rocks onto the back foot to a well directed delivery and defends back along the pitch",0,False,False,0,0,3.0,21.0,0,0,3,1,
1,3,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,603018,Sam Harper,S. Harper,R,603018.0,LBW,lbw b J. Richardson,Sam Harper,S. Harper,0,0,0,"Richardson to Harper, no run. Harper is hit on the pad; S. Harper OUT lbw b J. Richardson 1 (4)",0,False,True,0,0,,,0,0,3,2,R
1,3,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Richardson to Stoinis, 1 run. Stoinis pushes in the air to mid-on",0,False,False,0,0,15.0,58.0,1,0,4,2,
1,3,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,604847,Tom Rogers,T. Rogers,L,,,,,,0,4,0,"Richardson to Rogers, FOUR. Rogers cuts in the air out to the deep extra cover boundary",0,True,False,0,0,139.0,94.0,4,0,8,2,
1,3,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,604847,Tom Rogers,T. Rogers,L,,,,,,0,4,0,"Richardson to Rogers, FOUR. Rogers off-drives out to the deep straight long-off boundary",0,True,False,0,0,28.0,182.0,4,0,12,2,
1,3,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,604847,Tom Rogers,T. Rogers,L,,,,,,0,0,0,"Richardson to Rogers, 1 leg bye. Rogers moves across and inside edges a scoop shot into his pads and the ball travels through the air to short fine leg where it's fielded by Andrew Tye",1,False,False,0,0,-20.0,-28.0,1,0,13,2,
1,4,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,604847,Tom Rogers,T. Rogers,L,,,,,,0,1,0,"Morris to Rogers, 1 run. Rogers cuts along the ground to backward point where it's fielded by Jhye Richardson",0,False,False,0,0,110.0,-32.0,1,0,14,2,
1,4,2,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Morris to Stoinis, 1 no ball. Stoinis pushes off the back foot to backward point",0,False,False,1,1,-32.0,-15.0,1,0,15,2,
1,4,3,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,4,0,"Morris to Stoinis, 1 no ball, FOUR. Stoinis drives it inside out in the air out to the deep wide long-off boundary",0,True,False,1,1,-121.0,126.0,5,0,20,2,
1,4,4,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Morris to Stoinis, no run. Stoinis pulls it and is beaten",0,False,False,0,0,,,0,0,20,2,
1,4,5,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Morris to Stoinis, no run. Stoinis lets that short one fly through",0,False,False,0,0,,,0,0,20,2,
1,4,6,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,2,0,"Morris to Stoinis, 2 runs. Stoinis slices a cover drive and it flies in the air to cover",0,False,False,0,0,-111.0,48.0,2,0,22,2,
1,4,7,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,4,0,"Morris to Stoinis, FOUR. Stoinis cuts it fine along the ground out to the deep third man boundary",0,True,False,0,0,-91.0,-124.0,4,0,26,2,
1,4,8,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Morris to Stoinis, 1 run. Stoinis pushes off the back foot to forward square leg",0,False,False,0,0,41.0,22.0,1,0,27,2,
1,5,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Agar to Stoinis, no run. Stoinis gets forward and defends a straight ball to short mid-wicket",0,False,False,0,0,18.0,29.0,0,0,27,2,
1,5,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Agar to Stoinis, 1 run. Stoinis miss hits the slap shot and the ball travels through the air to mid-wicket where it's fielded by Cooper Connolly",0,False,False,0,0,94.0,33.0,1,0,28,2,
1,5,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,604847,Tom Rogers,T. Rogers,L,,,,,,0,1,0,"Agar to Rogers, 1 run. Rogers pushes to deep mid-off",0,False,False,0,0,32.0,100.0,1,0,29,2,
1,5,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Agar to Stoinis, no run. Stoinis gets forward and defends a straight ball along the ground to short cover where it's fielded by Ashton Agar",0,False,False,0,0,-21.0,32.0,0,0,29,2,
1,5,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Agar to Stoinis, 1 run. Stoinis cuts to cover",0,False,False,0,0,-118.0,35.0,1,0,30,2,
1,5,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,604847,Tom Rogers,T. Rogers,L,,,,,,0,1,0,"Agar to Rogers, 1 run. Rogers outside edges a push to the leg-side and it travels along the turf to point where it's fielded by Finn Allen",0,False,False,0,0,57.0,7.0,1,0,31,2,
1,6,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,604124,Cooper Connolly,C. Connolly,L,604847,Tom Rogers,T. Rogers,L,,,,,,0,1,0,"Connolly to Rogers, 1 run. Rogers pushes along the ground to mid-wicket where it's fielded by Lance Morris",0,False,False,0,0,-75.0,51.0,1,0,32,2,
1,6,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,604124,Cooper Connolly,C. Connolly,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Connolly to Stoinis, 1 run. Stoinis cover drives to cover",0,False,False,0,0,-62.0,33.0,1,0,33,2,
1,6,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,604124,Cooper Connolly,C. Connolly,L,604847,Tom Rogers,T. Rogers,L,604847.0,Caught,c N. Hobson b C. Connolly,Tom Rogers,T. Rogers,0,0,0,"Connolly to Rogers, no run. ; T. Rogers OUT c N. Hobson b C. Connolly 14 (15)",0,False,True,0,0,104.0,-19.0,0,0,33,3,L
1,6,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,604124,Cooper Connolly,C. Connolly,L,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,0,0,"Connolly to Cartwright, no run. Cartwright pushes off the back foot to cover",0,False,False,0,0,-40.0,32.0,0,0,33,3,
1,6,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,604124,Cooper Connolly,C. Connolly,L,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,1,0,"Connolly to Cartwright, 1 run. Cartwright drives on the on-side along the ground to straight long-on where it's fielded by Lance Morris",0,False,False,0,0,19.0,142.0,1,0,34,3,
1,6,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,604124,Cooper Connolly,C. Connolly,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Connolly to Stoinis, 1 run. Stoinis pushes to long-off",0,False,False,0,0,-47.0,130.0,1,0,35,3,
1,7,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,6,0,"Agar to Stoinis, SIX. Stoinis off-drives in the air over the deep straight long-off boundary",0,True,False,0,0,-34.0,200.0,6,0,41,3,
1,7,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Agar to Stoinis, 1 run. Stoinis inside edges a forward defensive stroke and it travels along the turf to short fine leg where it's fielded by Finn Allen",0,False,False,0,0,23.0,-26.0,1,0,42,3,
1,7,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,1,0,"Agar to Cartwright, 1 run. Cartwright drives square off the back foot to point",0,False,False,0,0,-126.0,3.0,1,0,43,3,
1,7,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Agar to Stoinis, 1 run. Stoinis pushes along the ground to wide long-off where it's fielded by Andrew Tye",0,False,False,0,0,-65.0,94.0,1,0,44,3,
1,7,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,1,0,"Agar to Cartwright, 1 run. Cartwright drives square to point",0,False,False,0,0,-112.0,-13.0,1,0,45,3,
1,7,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,602217,Ashton Agar,A. Agar,L,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Agar to Stoinis, 1 run. Stoinis pushes off the back foot along the ground to long-on where it's fielded by Keaton Jennings",0,False,False,0,0,48.0,116.0,1,0,46,3,
1,8,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Tye to Stoinis, 1 run. Stoinis pushes off the back foot along the ground to backward square leg where it's fielded by Nick Hobson",0,False,False,0,0,85.0,-34.0,1,0,47,3,
1,8,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,0,0,"Tye to Cartwright, no run. Cartwright off-drives and is beaten",0,False,False,0,0,,,0,0,47,3,
1,8,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,0,0,"Tye to Cartwright, 1 leg bye. Cartwright pushes along the ground to backward point where it's fielded by Andrew Tye",1,False,False,0,0,-30.0,-18.0,1,0,48,3,
1,8,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Tye to Stoinis, 1 run. Stoinis plays a pull shot but gets the ball high on the bat and it flies in the air to cow corner",0,False,False,0,0,101.0,69.0,1,0,49,3,
1,8,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,4,0,"Tye to Cartwright, FOUR. Cartwright outside edges a cover drive and the ball flies out to the deep fine third man boundary",0,True,False,0,0,-33.0,-149.0,4,0,53,3,
1,8,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,0,0,"Tye to Cartwright, no run. Cartwright pushes back along the pitch",0,False,False,0,0,1.0,24.0,0,0,53,3,
1,9,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Morris to Stoinis, no run. Stoinis upper cuts it and is beaten",0,False,False,0,0,,,0,0,53,3,
1,9,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Morris to Stoinis, 1 run. Stoinis plays a pull shot but gets the ball high on the bat and the ball travels through the air to forward mid-wicket where it's fielded by Keaton Jennings",0,False,False,0,0,72.0,65.0,1,0,54,3,
1,9,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,1,0,"Morris to Cartwright, 1 run. Cartwright drives square to cover",0,False,False,0,0,-118.0,33.0,1,0,55,3,
1,9,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,2,0,"Morris to Stoinis, 2 runs. Stoinis cuts along the ground to backward point where it's fielded by Nick Hobson",0,False,False,0,0,-106.0,-51.0,2,0,57,3,
1,9,5,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,1,"Morris to Stoinis, 1 wide. Stoinis has no need to play at that one",0,False,False,0,0,,,1,1,58,3,
1,9,6,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Morris to Stoinis, no run. Stoinis drives square off the back foot along the ground to backward point where it's fielded by Finn Allen",0,False,False,0,0,-32.0,-14.0,0,0,58,3,
1,9,7,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,603415,Lance Morris,L. Morris,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Morris to Stoinis, 1 run. Stoinis pushes off the back foot to backward square leg",0,False,False,0,0,44.0,-12.0,1,0,59,3,
1,10,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Tye to Stoinis, no run. Stoinis cuts along the ground to backward point where it's fielded by Nick Hobson",0,False,False,0,0,-34.0,-11.0,0,0,59,3,
1,10,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Tye to Stoinis, 1 run. Stoinis pulls it to mid-wicket",0,False,False,0,0,105.0,27.0,1,0,60,3,
1,10,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,0,0,"Tye to Cartwright, no run. Cartwright tries to pull that away through square leg, but he doesn't make contact",0,False,False,0,0,,,0,0,60,3,
1,10,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,1,0,"Tye to Cartwright, 1 run. Cartwright drives on the on-side to cow corner",0,False,False,0,0,93.0,86.0,1,0,61,3,
1,10,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,1,0,"Tye to Stoinis, 1 run. Stoinis cuts in the air to cover where it's fielded by Cooper Connolly",0,False,False,0,0,-104.0,48.0,1,0,62,3,
1,10,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,602572,Andrew Tye,A. Tye,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,0,0,"Tye to Cartwright, 1 leg bye. Cartwright pulls it to leg slip",1,False,False,0,0,23.0,-15.0,1,0,63,3,
1,11,1,1,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,602381,Hilton Cartwright,H. Cartwright,R,,,,,,0,1,0,"Richardson to Cartwright, 1 run. Cartwright pushes to extra cover",0,False,False,0,0,-36.0,48.0,1,0,64,3,
1,11,2,2,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Richardson to Stoinis, no run. Stoinis pushes along the ground to straight mid-on where it's fielded by Andrew Tye",0,False,False,0,0,5.0,65.0,0,0,64,3,
1,11,3,3,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Richardson to Stoinis, no run. Stoinis lets it go to the keeper",0,False,False,0,0,,,0,0,64,3,
1,11,4,4,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,0,0,"Richardson to Stoinis, no run. Stoinis slashes along the ground to short third man where it's fielded by Ashton Agar",0,False,False,0,0,-19.0,-38.0,0,0,64,3,
1,11,5,5,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,600983,Marcus Stoinis,M. Stoinis,R,,,,,,0,4,0,"Richardson to Stoinis, FOUR. Stoinis forces it off his pads out to the deep fine leg boundary",0,True,False,0,0,50.0,-144.0,4,0,68,3,
1,11,6,6,60091,Melbourne Stars,MELS,1,Melbourne Stars,603023,Jhye Richardson,J. Richardson,R,600983,Marcus Stoinis,M. Stoinis,R,600983.0,Run Out,run out (A. Tye),Marcus Stoinis,M. Stoinis,0,0,0,"Richardson to Stoinis, no run. Stoinis drives on the on-side along the ground where it's fielded by Andrew Tye; M. Stoinis OUT run out (A. Tye) 37 (33)",0,False,True,0,0,31.0,56.0,0,0,68,4,R
